End Station,End Latitude,End Longitude,Total Trips Ended
St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,13670
St Nicholas Ave & W 137 St,40.818477,-73.947568,3571
St Nicholas Ave & W 150 St,40.827212,-73.942722,1878
St. Ann's Av & Bruckner Blvd,40.803399,-73.919763,675
St. Ann's Ave & E 144 St,40.811112,-73.914932,635
St. Nicholas Ave & W 126 St,40.8114323,-73.9518776,13208
St. Nicholas Ave & W 155 St,40.830663,-73.941323,1120
St. Nicholas Ave & W 157 St,40.832314,-73.94102,868
St. Nicholas Terrace & Convent Ave,40.821294,-73.947868,823
Stagg St & Morgan Ave,40.710681,-73.93372,2763
Stagg St & Union Ave,40.70877084,-73.95095259,14600
Stanhope St & Fairview Ave,40.70998,-73.91116,868
Stanton St & Chrystie St,40.72229346,-73.99147535,29952
Stanton St & Mangin St,40.71782143,-73.97628939,14426
Stanton St & Norfolk St,40.720747,-73.986274,23666
State St & Smith St,40.68926942,-73.98912867,11858
Steinway St & 23 Ave,40.7713937,-73.9077436,5229
Steinway St & 28 Ave,40.7656251,-73.9136695,8445
Stephen St & Seneca Ave,40.6988,-73.9007,312
Sterling Pl & Bedford Ave,40.672695,-73.954131,7646
Sterling St & Bedford Ave,40.6627059,-73.9569115,4738
Stewart Ave & Johnson Ave,40.70869,-73.92587,924
Stockholm St & Wilson Ave,40.699304,-73.923044,4521
Stuyvesant Walk & 1 Av Loop,40.73233978,-73.97898383,3882
Suffolk St & Stanton St,40.72066442,-73.98517977,28557
Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,1745
Sullivan Pl & Franklin Ave,40.66407984,-73.96025129,2518
Sullivan St & Washington Sq,40.73047747,-73.99906065,33579
Sunken Meadow Comfort Station,40.79558,-73.91906,361
Suydam St & Broadway,40.69544,-73.93223,3204
Suydam St & Knickerbocker Ave,40.702013,-73.923769,7273
Suydam St & St. Nicholas Ave,40.70636,-73.91945,1068
Throop Ave & Myrtle Ave,40.69622937,-73.94371094,3201
Tinton Ave & E 165 St,40.824796,-73.90242,336
Tompkins Ave & Hopkins St,40.69957608,-73.94708417,4209
Underhill Ave & Lincoln Pl,40.6740123,-73.9671457,8229
Underhill Ave & Pacific St,40.6804836,-73.9646795,6443
Union Ave & E 169 St,40.82995,-73.898802,4
Union Ave & Jackson St,40.7160751,-73.952029,7014
Union Ave & N 12 St,40.71924,-73.95242,20524
Union Ave & Wallabout St,40.70029511,-73.95032283,4524
Union St,40.7182113,-74.0836394,1
Union St & 4 Ave,40.6772744,-73.98282002,10195
Union St & Bedford Ave,40.6691783,-73.9554162,3528
Union St & Nevins St,40.679098,-73.98765475,5433
University Ave & W 168 St,40.838706,-73.927034,24
University Pl & E 14 St,40.734814,-73.992085,38910
University Pl & E 14 St,40.73492695,-73.99200509,7031
University Pl & E 14 St (old),40.73492695,-73.99200509,2
University Pl & E 8 St,40.73143724,-73.99490342,33721
Van Brunt St & Van Dyke St,40.67583294,-74.01472628,9075
Van Brunt St & Wolcott St,40.6773429,-74.01275056,5618
Van Buren St & Broadway,40.692,-73.92617,2068
Van Sinderen Ave & Truxton St,40.6786,-73.90369,1711
Van Vorst Park,40.71848892,-74.04772663,4
Vernon Blvd & 10 St,40.7671863,-73.9373554,5375
Vernon Blvd & 30 Rd,40.770845,-73.934171,6389
Vernon Blvd & 31 Ave,40.7692475,-73.9354504,5444
Vernon Blvd & 41 Rd,40.7552433,-73.9485678,5181
Vernon Blvd & 47 Rd,40.7449067,-73.9534573,7796
Vernon Blvd & 50 Ave,40.74232744,-73.95411749,14737
Verona Pl & Fulton St,40.68035608,-73.9476791,5512
Vesey Pl & River Terrace,40.7153379,-74.01658354,40208
W 100 St & Broadway,40.7973721,-73.97041192,19111
W 100 St & Manhattan Ave,40.795,-73.9645,16470
W 104 St & Amsterdam Ave,40.79904139,-73.9664948,8992
W 106 St & Amsterdam Ave,40.8008363,-73.96644925,11064
W 106 St & Central Park West,40.7981856,-73.9605909,18727
W 107 St & Columbus Ave,40.7997568,-73.96211287,6536
W 11 St & 6 Ave,40.73532427,-73.99800419,27657
W 110 St & Amsterdam Ave,40.802692,-73.96295,11863
W 113 St & Broadway,40.805973,-73.964928,8973
W 116 St & Amsterdam Ave,40.8067581,-73.9607082,7424
W 116 St & Broadway,40.8082,-73.9641,8298
W 120 St & Claremont Ave,40.8109494,-73.9634,6620
W 129 St & Convent Ave,40.81439444,-73.95324737,3992
W 13 St & 5 Ave,40.735445,-73.99431,32320
W 13 St & 7 Ave,40.73781509,-73.99994661,33066
W 133 St & 12 Ave,40.820003,-73.959089,4268
W 135 St & Lenox Terrace Pl,40.813619,-73.939336,2890
W 140 St & Riverside Dr,40.824013,-73.954743,1084
W 144 St & Adam Clayton Powell Blvd,40.820877,-73.939249,2510
W 145 St & Amsterdam Ave,40.825244,-73.947257,1844
W 146 St & Broadway,40.826969,-73.949738,2470
W 147 St & Adam Clayton Powell Blvd,40.82281,-73.937413,2050
W 148 St & Amsterdam Ave,40.827075,-73.945909,1651
W 15 St & 10 Ave,40.74275383,-74.00747359,28698
W 15 St & 6 Ave,40.73804614,-73.99642959,18184
W 15 St & 7 Ave,40.73935542,-73.99931783,44285
W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,1179
W 159 St & Edgecombe Ave,40.833303,-73.939326,252
W 16 St & The High Line,40.74334935,-74.00681753,29353
W 160 St & St. Nicholas Ave,40.834468,-73.939865,1186
W 163 St & Edgecombe Ave,40.835798,-73.937496,252
W 163 St & Riverside Dr,40.839278,-73.945446,911
W 165 St & Fort Washington Ave,40.84004,-73.942939,1931
W 169 St & Fort Washington Ave,40.8428422,-73.9421253,4929
W 17 St & 8 Ave,40.74177603,-74.00149746,42247
W 170 St & University Ave,40.84207,-73.926075,637
W 171 St & St. Nicholas Ave,40.842941,-73.938631,898
W 18 St & 6 Ave,40.73971301,-73.99456405,30330
W 18 St & 9 Ave,40.74353373,-74.00367558,9836
W 180 St & Ft Washington Ave,40.849972,-73.938423,2372
W 181 St & Riverside Dr,40.85168,-73.94186,1627
W 20 St & 10 Ave,40.745686,-74.005141,5790
W 20 St & 11 Ave,40.746745,-74.007756,44959
W 20 St & 7 Ave,40.74238787,-73.99726235,35507
W 20 St & 8 Ave,40.74345335,-74.00004031,31570
W 21 St & 6 Ave,40.74173969,-73.99415556,76829
W 22 St & 10 Ave,40.74691959,-74.00451887,47676
W 22 St & 8 Ave,40.74475148,-73.99915362,39032
W 24 St & 7 Ave,40.74487634,-73.99529885,45735
W 25 St & 6 Ave,40.74395411,-73.99144871,34961
W 26 St & 10 Ave,40.74971775,-74.00295035,28318
W 26 St & 8 Ave,40.74734825,-73.99723551,38724
W 27 St & 7 Ave,40.746647,-73.993915,36917
W 30 St & 10 Ave,40.752694,-74.002353,19401
W 31 St & 7 Ave,40.749156,-73.9916,43199
W 33 St & 7 Ave,40.75019995,-73.99093085,39128
W 34 St & 11 Ave,40.75594159,-74.0021163,42245
W 35 St & Dyer Ave,40.75469175,-73.99740189,20170
W 36 St & 9 Ave,40.75462324,-73.99516761,3238
W 37 St & 10 Ave,40.75660359,-73.9979009,32623
W 37 St & 5 Ave,40.75038009,-73.98338988,20600
W 38 St & 8 Ave,40.75466591,-73.99138152,27624
W 39 St & 9 Ave,40.75645824,-73.99372222,3
W 4 St & 7 Ave S,40.73401143,-74.00293877,45418
W 40 St & 5 Ave,40.752269,-73.982079,23766
W 41 St & 8 Ave,40.75640548,-73.9900262,46797
W 42 St & 6 Ave,40.75492,-73.98455,11037
W 42 St & 8 Ave,40.7575699,-73.99098507,27747
W 42 St & Dyer Ave,40.75898481,-73.99379969,23341
W 43 St & 10 Ave,40.76009437,-73.99461843,34683
W 44 St & 5 Ave,40.75500254,-73.98014437,24341
W 45 St & 6 Ave,40.7568001,-73.98291153,26720
W 45 St & 8 Ave,40.75929124,-73.98859651,28426
W 46 St & 11 Ave,40.76341379,-73.99667444,29495
W 47 St & 10 Ave,40.76269882,-73.99301222,31929
W 47 St & 6 Ave,40.758397,-73.98255,5412
W 48 St & Rockefeller Plaza,40.75793646,-73.97960275,5348
W 49 St & 8 Ave,40.76227205,-73.98788205,35420
W 50 St & 9 Ave,40.76360468,-73.98917958,25543
W 51 St & 6 Ave,40.7606597,-73.98042047,50
W 51 St & Rockefeller Plaza,40.75969996,-73.97808194,5172
W 52 St & 11 Ave,40.76727216,-73.99392888,20794
W 52 St & 5 Ave,40.75992262,-73.97648516,16038
W 52 St & 6 Ave,40.76132983,-73.97982001,25675
W 53 St & 10 Ave,40.76669671,-73.99061728,32437
W 54 St & 9 Ave,40.76584941,-73.98690506,22147
W 55 St & 6 Ave,40.763189,-73.978434,22941
W 55 St & 6 Ave,40.763201,-73.978458,505
W 56 St & 10 Ave,40.768254,-73.988639,23294
W 59 St & 10 Ave,40.770513,-73.988038,26002
W 63 St & Broadway,40.77163851,-73.98261428,27776
W 64 St & Thelonious Monk Circle,40.77515953,-73.98918696,21502
W 67 St & Broadway,40.77492513,-73.98266566,23128
W 70 St & Amsterdam Ave,40.77748046,-73.98288594,25349
W 74 St & Columbus Ave,40.7785669,-73.97754961,14387
W 76 St & Columbus Ave,40.78018397,-73.97728533,16326
W 78 St & Amsterdam Ave,40.78253586,-73.97908509,11798
W 78 St & Broadway,40.78339981,-73.98093133,6496
W 82 St & Central Park West,40.78275,-73.97137,7203
W 84 St & Broadway,40.7867947,-73.977112,16154
W 84 St & Columbus Ave,40.78499979,-73.97283406,20816
W 87 St & Amsterdam Ave,40.78839,-73.9747,11092
W 87 St & West End Ave,40.789622,-73.97757,10275
W 88 St & West End Ave,40.79025417,-73.9771834,851
W 89 St & Columbus Ave,40.7882213,-73.97041561,18257
W 90 St & Amsterdam Ave,40.79017948,-73.97288918,11111
W 92 St & Broadway,40.7921,-73.9739,11580
W 95 St & Broadway,40.7937704,-73.971888,18943
W Broadway & Spring St,40.72494672,-74.00165856,17870
W Broadway & Spring Street,40.72494672,-74.00165856,14275
W Broadway & W Houston St,40.726378,-74.000472,10545
Wadsworth Ave & W 175 St,40.846052,-73.937648,834
Wadsworth Ave & W 179 St,40.848467,-73.936064,1507
Wales Ave & E 147 St,40.811314,-73.907729,634
Wall St & South St,40.70437,-74.00637,12684
Walnut Ave & E 136 St,40.801657,-73.909513,330
Walton Ave & E 168 St,40.83649,-73.918316,472
Walton Ave & E 171 St,40.840683,-73.915073,284
Wards Meadow Comfort Station,40.78294,-73.93077,880
Warren St & Court St,40.686371,-73.99383324,7639
Warren St & W Broadway,40.71473993,-74.00910627,395
Washington Ave & E 163 St,40.824,-73.91089,86
Washington Ave & E 167 St,40.829896,-73.907618,165
Washington Ave & E 174 St,40.843079,-73.900216,38
Washington Ave & Greene Ave,40.68650065,-73.96563307,7426
Washington Ave & Park Ave,40.69610226,-73.96751037,9998
Washington Park,40.6917823,-73.9737299,10014
Washington Pl & 6 Ave,40.73224119,-74.00026394,26178
Washington Pl & Broadway,40.72903917,-73.99404649,25549
Washington St,40.7242941,-74.0354826,10
Washington St & Gansevoort St,40.739323,-74.008119,44022
Water - Whitehall Plaza,40.70255065,-74.0127234,13233
Waterbury St & Stagg St,40.71019,-73.93734,3073
Waterloo Pl & Crotona Park East,40.839194,-73.888587,83
Watts St & Greenwich St,40.72405549,-74.00965965,24620
Webster Ave & E 166 St,40.828975,-73.911259,49
West Drive & Prospect Park West,40.66106337,-73.97945255,25814
West End Ave & W 107 St,40.8021174,-73.96818053,9498
West End Ave & W 60 St,40.77237,-73.99005,14180
West End Ave & W 78 St,40.783786,-73.981687,2487
West End Ave & W 94 St,40.7941654,-73.974124,14141
West Farms Rd & Boone Ave,40.830025,-73.886312,81
West St & Chambers St,40.71754834,-74.01322069,81350
West St & Liberty St,40.711444,-74.014847,29716
West Thames St,40.70834698,-74.01713445,29438
Westchester Ave & E 156 St,40.817802,-73.905203,464
Westchester Ave & Jackson Ave,40.816124,-73.908116,1040
Westchester Ave & Longwood Ave,40.819701,-73.901311,589
White St & Johnson Ave,40.707174,-73.93581,1387
White St & Moore St,40.704508,-73.9351,4794
Wilkins Ave & Crotona Park E,40.835302,-73.895133,71
William St & Pine St,40.70717936,-74.00887308,19781
Willis Ave & Bruckner Blvd,40.805701,-73.925177,1254
Willis Ave & E 137 St,40.808384,-73.923604,1365
Willis Ave & E 141 St,40.81093,-73.921606,1269
Willis Ave & E 143 St,40.812299,-73.92037,598
Willoughby Ave & Hall St,40.69196035,-73.96536851,9850
Willoughby Ave & Myrtle Ave,40.69757,-73.93098,4283
Willoughby Ave & Onderdonk Ave,40.7098,-73.91727,742
Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,6103
Willoughby Ave & Walworth St,40.69331716,-73.95381995,6703
Willoughby Ave & Wyckoff Ave,40.705614,-73.92153,4162
Willoughby St & Ashland Pl,40.69178,-73.97877,1946
Willoughby St & Fleet St,40.69196566,-73.9813018,13977
Willow Ave & E 133 St,40.800933,-73.913863,1735
Wilson Ave & Moffat St,40.68906,-73.90506,1108
Wilson Ave & Troutman St,40.70166,-73.92754,2602
Withers St & Kingsland Ave,40.71773,-73.94051,2496
Wolcott St & Dwight St,40.6753274,-74.0100698,1490
Woodward Ave & Harman St,40.70793,-73.91092,887
Wyckoff Av & Jefferson St,40.707165,-73.923711,5393
Wyckoff Av & Stanhope St,40.703545,-73.917775,3122
Wyckoff St & 3 Ave,40.6827549,-73.98258555,3241
Wyckoff St & Bond St,40.68461654,-73.98721285,1168
Wyckoff St & Nevins St,40.683426,-73.984275,3207
Wythe Ave & Metropolitan Ave,40.716887,-73.963198,25924
Yankee Ferry Terminal,40.686931,-74.016966,11977
York St,40.71649,-74.04105,2
