Trip Year,Trip Month,Start Station,Average Trip Duration in Seconds,Trip Duration in Minutes 
2020,August,Greene Ave & Nostrand Ave,2136.37,36
2020,August,Greene Ave & Throop Ave,1809.61,30
2020,August,Greenpoint Ave & Manhattan Ave,1785.4,30
2020,August,Greenwich Ave & 8 Ave,1031.02,17
2020,August,Greenwich Ave & Charles St,977.42,16
2020,August,Greenwich St & W Houston St,1413.8,24
2020,August,Grove St & Broadway,3054.81,51
2020,August,Halsey St & Broadway,4621.26,77
2020,August,Halsey St & Evergreen Ave,1449.45,24
2020,August,Halsey St & Tompkins Ave,2846.56,47
2020,August,Hamilton Pl & W 138 St,3642.74,61
2020,August,Hamilton Pl & W 140 St,1354.47,23
2020,August,Hancock St & Bedford Ave,2521.36,42
2020,August,Hancock St & Wyckoff Ave,1416.08,24
2020,August,Hanson Pl & Ashland Pl,1928.39,32
2020,August,Harlem River Dr & W 155 St,1707.8,28
2020,August,Harman St & Seneca Ave,1271.22,21
2020,August,Harrison Pl & Porter Ave,1124.93,19
2020,August,Harrison St & Hudson St,1146.79,19
2020,August,Hart St & Wyckoff Ave,1219.7,20
2020,August,Henry St & Atlantic Ave,1487.12,25
2020,August,Henry St & Bay St,1320.32,22
2020,August,Henry St & Degraw St,1022.35,17
2020,August,Henry St & Grand St,969.42,16
2020,August,Henry St & Middagh St,1526.51,25
2020,August,Henry St & W 9 St,4639.46,77
2020,August,Hicks St & Montague St,1053.89,18
2020,August,Hope St & Union Ave,1317.02,22
2020,August,Howard St & Centre St,1275.33,21
2020,August,Hoyt St & Warren St,2854.45,48
2020,August,Hudson St & Reade St,1637.43,27
2020,August,Humboldt St & Varet St,3756.77,63
2020,August,Huron St & Franklin St,1273.8,21
2020,August,India St & Manhattan Ave,1192.44,20
2020,August,India St & West St,1128.89,19
2020,August,Inwood Ave & W 170 St,1421.58,24
2020,August,Irving Ave & DeKalb Ave,2530.04,42
2020,August,Irving Ave & Halsey St,1091.34,18
2020,August,Irving Ave & Harman St,2744.18,46
2020,August,Irving Ave & Jefferson St,1483.31,25
2020,August,Irving Ave & Palmetto St,1150.87,19
2020,August,Jackson Ave & 46 Rd,2199.17,37
2020,August,Jackson St & Leonard St,1294.59,22
2020,August,Jay St & Tech Pl,1437.96,24
2020,August,Jay St & York St,1354.2,23
2020,August,Jefferson Ave & Evergreen Ave,1238.44,21
2020,August,Jefferson St & Cypress Ave,1966.62,33
2020,August,John St & William St,1296.31,22
2020,August,Johnson St & Gold St,1521.99,25
2020,August,Kane St & Clinton St,1123.5,19
2020,August,Kent Ave & N 7 St,1535.02,26
2020,August,Kent Ave & S 11 St,1287.3,21
2020,August,Kent St & McGuinness Blvd,2007.94,33
2020,August,Kingsland Ave & Nassau Ave,1003.51,17
2020,August,Kingston Ave & Herkimer St,2431.5,41
2020,August,Knickerbocker Ave & Cooper St,1549.25,26
2020,August,Knickerbocker Ave & George St,1684.76,28
2020,August,Knickerbocker Ave & Halsey St,1089.05,18
2020,August,Knickerbocker Ave & Hancock St,1178.92,20
2020,August,Knickerbocker Ave & Thames St,1348.79,22
2020,August,Kosciuszko St & Nostrand Ave,1167.72,19
2020,August,Kosciuszko St & Tompkins Ave,2494.4,42
2020,August,LaGuardia Pl & W 3 St,1233.69,21
2020,August,Lafayette Ave & Classon Ave,1141.74,19
2020,August,Lafayette Ave & Fort Greene Pl,1142.33,19
2020,August,Lafayette Ave & St James Pl,1086.76,18
2020,August,Lafayette St & E 8 St,958.54,16
2020,August,Lafayette St & Jersey St,1399.54,23
2020,August,Laight St & Hudson St,1219.01,20
2020,August,Lawrence St & Willoughby St,1348.81,22
2020,August,Lefferts Pl & Franklin Ave,1130.43,19
2020,August,Lenox Ave & W 111 St,1572.65,26
2020,August,Lenox Ave & W 115 St,2850.3,48
2020,August,Lenox Ave & W 117 St,1354.38,23
2020,August,Lenox Ave & W 126 St,1699.82,28
2020,August,Lenox Ave & W 130 St,2574.81,43
2020,August,Lenox Ave & W 133 St,1584.27,26
2020,August,Lenox Ave & W 144 St,2759.41,46
2020,August,Lenox Ave & W 146 St,2577.2,43
2020,August,Leonard St & Boerum St,1242.25,21
2020,August,Leonard St & Church St,1098.17,18
2020,August,Leonard St & Maujer St,1123.22,19
2020,August,Leonard St & Nassau Ave,1197.47,20
2020,August,Lewis Ave & Decatur St,1838.36,31
2020,August,Lewis Ave & Kosciuszko St,1315.19,22
2020,August,Lewis Ave & Madison St,2053.83,34
2020,August,Lexington Ave & Classon Ave,1334.26,22
2020,August,Lexington Ave & E 111 St,2433.6,41
2020,August,Lexington Ave & E 120 St,1508.42,25
2020,August,Lexington Ave & E 127 St,1406.46,23
2020,August,Lexington Ave & E 128 St,1364.81,23
2020,August,Lexington Ave & E 26 St,1100.55,18
2020,August,Lexington Ave & E 29 St,1046.15,17
2020,August,Lexington Ave & E 36 St,1061.79,18
2020,August,Liberty St & Broadway,1342.12,22
2020,August,Lincoln Ave & E 134 St,1352.04,23
2020,August,Lincoln Ave & E 138 St,1519.6,25
2020,August,Lincoln Pl & Classon Ave,1857.87,31
2020,August,Linden St & Knickerbocker Ave,1205.92,20
2020,August,Lispenard St & Broadway,1504.34,25
2020,August,Little West St & 1 Pl,1517.4,25
2020,August,Lorimer St & Broadway,1087.71,18
2020,August,Lorimer St & Calyer St,1138,19
2020,August,MacDougal St & Prince St,1107.28,18
2020,August,MacDougal St & Washington Sq,1095.09,18
2020,August,Macombs Pl & W 152 St,1704.56,28
2020,August,Macon St & Nostrand Ave,1753.54,29
2020,August,Madison Av & E 51 St,1065.81,18
2020,August,Madison Ave & E 120 St,1862.66,31
2020,August,Madison Ave & E 26 St,1347.69,22
2020,August,Madison Ave & E 82 St,1378.83,23
2020,August,Madison Ave & E 99 St,921.51,15
2020,August,Madison St & Clinton St,1231.63,21
2020,August,Madison St & Cypress Ave,1227.76,20
2020,August,Madison St & Evergreen Ave,1271.78,21
2020,August,Madison St & Forest Ave,1575.03,26
2020,August,Madison St & Montgomery St,1738.46,29
2020,August,Madison St & Seneca Ave,1210.66,20
2020,August,Madison St & Woodward Ave,2179.72,36
2020,August,Maiden Ln & Pearl St,1320.9,22
2020,August,Manhattan Av & Leonard St,1186.73,20
2020,August,Marcus Garvey Blvd & Macon St,2408.99,40
2020,August,Marcy Ave & Lafayette Ave,1904.06,32
2020,August,Market St & Cherry St,1130.87,19
2020,August,McGuinness Blvd & Eagle St,2043.69,34
2020,August,McKibbin St & Bogart St,1199.17,20
2020,August,McKibbin St & Manhattan Ave,1200.33,20
2020,August,Melrose Ave & E 150 St,4097.12,68
2020,August,Melrose Ave & E 154 St,9532.35,159
2020,August,Melrose St & Broadway,1246.8,21
2020,August,Menahan St & Central Ave,3099.15,52
2020,August,Menahan St & Onderdonk Ave,1394.04,23
2020,August,Menahan St & Seneca Ave,1211.87,20
2020,August,Menahan St & Wyckoff Ave,1363.74,23
2020,August,Mercer St & Bleecker St,1188.6,20
2020,August,Mercer St & Spring St,1614.09,27
2020,August,Meserole Ave & Manhattan Ave,1373.41,23
2020,August,Metropolitan Ave & Bedford Ave,1252.48,21
2020,August,Metropolitan Ave & Meeker Ave,1144.47,19
2020,August,Metropolitan Ave & Stewart Ave,1323.23,22
2020,August,Metropolitan Ave & Vandervoort Ave,1595.13,27
2020,August,Milton St & Franklin St,1176.92,20
2020,August,Moffat St & Bushwick,1582.13,26
2020,August,Monroe St & Bedford Ave,1166.17,19
2020,August,Monroe St & Classon Ave,1080.52,18
2020,August,Monroe St & Tompkins Ave,2135.91,36
2020,August,Montague St & Clinton St,1153.76,19
2020,August,Montgomery St & Franklin Ave,1506.59,25
2020,August,Montrose Ave & Bushwick Ave,1213.11,20
2020,August,Morgan Ave & Lombardy St,1356.38,23
2020,August,Morgan Ave & Maspeth Ave,1056.64,18
2020,August,Morningside Ave & W 123 St,2445.21,41
2020,August,Morningside Dr & Amsterdam Ave,1870.49,31
2020,August,Morris Ave & E 142 St,1643.03,27
2020,August,Morris Ave & E 153 St,7920.08,132
2020,August,Motorgate,1508.85,25
2020,August,Mott St & Prince St,1092.71,18
2020,August,Mt Morris Park W & W 120 St,1409.13,23
2020,August,Murray St & Greenwich St,1080.71,18
2020,August,Murray St & West St,1410.31,24
2020,August,Myrtle Ave & Grove St,1255.79,21
2020,August,Myrtle Ave & Lewis Ave,1185.87,20
2020,August,Myrtle Ave & Linden St,1128.32,19
2020,August,Myrtle Ave & Marcy Ave,1228.61,20
2020,August,Myrtle Ave & St Edwards St,1246.29,21
2020,August,N 11 St & Kent Ave,1244.48,21
2020,August,N 12 St & Bedford Ave,1614.74,27
2020,August,N 15 St & Wythe Ave,1219.46,20
2020,August,N 6 St & Bedford Ave,1128.53,19
2020,August,Nassau Ave & Newell St,1106.62,18
2020,August,Nassau Ave & Russell St,1225.89,20
2020,August,Nassau St & Navy St,2834.62,47
2020,August,Nelson Ave & W 172 St,2254.5,38
2020,August,Newton Rd & 44 St,1411.04,24
2020,August,Newtown Ave & 23 St,1123.99,19
2020,August,Norfolk St & Broome St,1193.4,20
2020,August,Norman St & Wyckoff Ave,1434.56,24
2020,August,North Moore St & Greenwich St,1527.75,25
2020,August,Nostrand Ave & Myrtle Ave,1184.14,20
2020,August,Ogden Ave & W 164 St,3289.41,55
2020,August,Ogden Ave & W 165 St,3381.79,56
2020,August,Old Broadway & W 133 St,1385.39,23
2020,August,Old Fulton St,1883.96,31
2020,August,Onderdonk Ave & Dekalb Ave,1368.93,23
2020,August,Onderdonk Ave & Gates Ave,1437.22,24
2020,August,Pacific St & Classon Ave,1127.7,19
2020,August,Pacific St & Nevins St,1246.83,21
2020,August,Park Ave & E 124 St,2157.66,36
2020,August,Park Ave & Marcus Garvey Blvd,3040.95,51
2020,August,Park Ave & St Edwards St,1299.9,22
2020,August,Park Pl & Church St,1165.26,19
2020,August,Park Pl & Franklin Ave,2307.02,38
2020,August,Park Pl & Vanderbilt Ave,1167.02,19
2020,August,Pearl St & Hanover Square,1430.6,24
2020,August,Pearl St & Peck Slip,1556.65,26
2020,August,Perry St & Bleecker St,1070.25,18
2020,August,Perry St & Greenwich Ave,1012.99,17
2020,August,Pershing Square North,1613.29,27
2020,August,Pershing Square South,1219.21,20
2020,August,Picnic Point,1845.59,31
2020,August,Pier 40 - Hudson River Park,1278.03,21
2020,August,Pierrepont St & Monroe Pl,1250.06,21
2020,August,Pike St & E Broadway,1377.61,23
2020,August,Pike St & Monroe St,1134.74,19
2020,August,Pioneer St & Richards St,2519.45,42
2020,August,Pioneer St & Van Brunt St,1389,23
2020,August,Pitt St & Stanton St,965.83,16
2020,August,Plaza St West & Flatbush Ave,1657.96,28
2020,August,Pleasant Ave & E 116 St,1174.97,20
2020,August,Pleasant Ave & E 120 St,3852.63,64
2020,August,Powers St & Olive St,1135.87,19
2020,August,President St & Henry St,1358.85,23
2020,August,Prospect Ave & E 151 St,10130.51,169
2020,August,Prospect Ave & Longwood Ave,8655.03,144
2020,August,Prospect Park West & 8 St,1430.22,24
2020,August,Prospect Pl & 6 Ave,1345.76,22
2020,August,Prospect Pl & Underhill Ave,1349.98,22
2020,August,Pulaski St & Marcus Garvey Blvd,1628.66,27
2020,August,Putnam Ave & Knickerbocker Ave,1060.52,18
2020,August,Putnam Ave & Nostrand Ave,1660.75,28
2020,August,Putnam Ave & Throop Ave,3254.63,54
2020,August,Putnam Ave & Wyckoff Ave,1034.55,17
2020,August,Queens Plaza North & Crescent St,1439.34,24
2020,August,Railroad Ave & Kay Ave,872.1,15
2020,August,Reade St & Broadway,1249.47,21
2020,August,Richards St & Delavan St,1235.14,21
2020,August,Richardson St & N Henry St,1115.52,19
2020,August,Riverside Blvd & W 67 St,1474.27,25
2020,August,Riverside Dr & W 104 St,1506.47,25
2020,August,Riverside Dr & W 138 St,2014.98,34
2020,August,Riverside Dr & W 145 St,1884.03,31
2020,August,Riverside Dr & W 148 St,2011.27,34
2020,August,Riverside Dr & W 72 St,1575.28,26
2020,August,Riverside Dr & W 78 St,1495.41,25
2020,August,Riverside Dr & W 82 St,1673.16,28
2020,August,Riverside Dr & W 91 St,1619.44,27
2020,August,Rivington St & Chrystie St,1592.04,27
2020,August,Rivington St & Ridge St,1591.78,27
2020,August,Rockaway Ave & Bainbridge St,2009.73,33
2020,August,Roebling St & N 4 St,1228.11,20
2020,August,Rogers Ave & Sterling St,2987.44,50
2020,August,Roosevelt Island Tramway,2295.93,38
2020,August,S 3 St & Bedford Ave,1123.11,19
2020,August,S 4 St & Rodney St,1394.58,23
2020,August,S 4 St & Wythe Ave,1672.36,28
2020,August,S 5 Pl & S 5 St,1489.23,25
2020,August,S Portland Ave & Hanson Pl,1174.67,20
2020,August,Sands St Gate,1146.15,19
2020,August,Schermerhorn St & Bond St,2260.97,38
2020,August,Schermerhorn St & Court St,1112.12,19
2020,August,Scholes St & Manhattan Ave,1105.91,18
2020,August,Shakespeare Ave & W 169 St,1495.53,25
2020,August,Sharon St & Olive St,1063,18
2020,August,Sheridan Ave & E 168 St,3837.83,64
2020,August,Sigourney St & Columbia St,1383.16,23
2020,August,Smith St & 3 St,1137.77,19
2020,August,Smith St & 9 St,1786.37,30
2020,August,Soissons Landing,2582.75,43
2020,August,Somers St & Broadway,2192.53,37
2020,August,South St & Gouverneur Ln,1596.61,27
2020,August,South St & Whitehall St,1755.84,29
2020,August,Southern Blvd & E 142 St,1681.93,28
2020,August,Southpoint Park,2132.46,36
2020,August,Spruce St & Nassau St,2102.42,35
2020,August,St Ann's Ave & Westchester Ave,1392.54,23
2020,August,St James Pl & Oliver St,1082.61,18
2020,August,St James Pl & Pearl St,1217.17,20
2020,August,St Johns Pl & Washington Ave,1419.63,24
2020,August,St Marks Pl & 1 Ave,1103.86,18
2020,August,St Marks Pl & 2 Ave,1497.24,25
2020,August,St Mary's St & Jackson Ave,1642.38,27
2020,August,St Nicholas Ave & E 134 St,3293.56,55
2020,August,St Nicholas Ave & Manhattan Ave,1453.52,24
2020,August,St Nicholas Ave & W 137 St,2165.09,36
2020,August,St Nicholas Ave & W 150 St,1435.8,24
2020,August,St. Ann's Av & Bruckner Blvd,3172.33,53
2020,August,St. Ann's Ave & E 144 St,4627.87,77
2020,August,St. Nicholas Ave & W 126 St,1330.94,22
2020,August,St. Nicholas Ave & W 155 St,1295.05,22
2020,August,St. Nicholas Ave & W 157 St,1444.94,24
2020,August,St. Nicholas Terrace & Convent Ave,1477.43,25
2020,August,Stagg St & Morgan Ave,988.71,16
2020,August,Stagg St & Union Ave,1091.83,18
2020,August,Stanhope St & Fairview Ave,1159.05,19
2020,August,Stanton St & Chrystie St,987.6,16
2020,August,Stanton St & Mangin St,1116.04,19
2020,August,Stanton St & Norfolk St,1011.38,17
2020,August,State St & Smith St,1203.22,20
2020,August,Steinway St & 23 Ave,1490.47,25
2020,August,Steinway St & 28 Ave,1178.4,20
2020,August,Stephen St & Seneca Ave,1295.07,22
2020,August,Sterling Pl & Bedford Ave,1679.42,28
2020,August,Sterling St & Bedford Ave,3715.84,62
2020,August,Stewart Ave & Johnson Ave,1658.18,28
2020,August,Stockholm St & Wilson Ave,1323.17,22
2020,August,Stuyvesant Walk & 1 Av Loop,1048.21,17
2020,August,Suffolk St & Stanton St,1196.87,20
2020,August,Sullivan Pl & Bedford Ave,2055.94,34
2020,August,Sullivan St & Washington Sq,1082.62,18
2020,August,Suydam St & Broadway,1209.35,20
2020,August,Suydam St & Knickerbocker Ave,2148.13,36
2020,August,Suydam St & St. Nicholas Ave,1344.6,22
2020,August,Throop Ave & Myrtle Ave,2035.7,34
2020,August,Tompkins Ave & Hopkins St,1276.41,21
2020,August,Underhill Ave & Lincoln Pl,1285.73,21
2020,August,Underhill Ave & Pacific St,1127.93,19
2020,August,Union Ave & Jackson St,1241.57,21
2020,August,Union Ave & N 12 St,1112.49,19
2020,August,Union Ave & Wallabout St,1031.33,17
2020,August,Union St & 4 Ave,1421.6,24
2020,August,Union St & Bedford Ave,2254.84,38
2020,August,Union St & Nevins St,1089.07,18
2020,August,University Pl & E 14 St,1618.7,27
2020,August,University Pl & E 8 St,1576.99,26
2020,August,Van Brunt St & Van Dyke St,1618.53,27
2020,August,Van Brunt St & Wolcott St,1806.51,30
2020,August,Van Buren St & Broadway,1309.74,22
2020,August,Van Sinderen Ave & Truxton St,2558.75,43
2020,August,Vernon Blvd & 10 St,2443.27,41
2020,August,Vernon Blvd & 30 Rd,2927.21,49
2020,August,Vernon Blvd & 31 Ave,1234.86,21
2020,August,Vernon Blvd & 41 Rd,1735.15,29
2020,August,Vernon Blvd & 47 Rd,1240.95,21
2020,August,Vernon Blvd & 50 Ave,1101.31,18
2020,August,Verona Pl & Fulton St,2327.33,39
2020,August,Vesey Pl & River Terrace,1471.07,25
2020,August,W 100 St & Broadway,1475.2,25
2020,August,W 100 St & Manhattan Ave,1226.82,20
2020,August,W 104 St & Amsterdam Ave,2339.62,39
2020,August,W 106 St & Amsterdam Ave,1129.53,19
2020,August,W 106 St & Central Park West,1654.59,28
2020,August,W 107 St & Columbus Ave,2004.42,33
2020,August,W 11 St & 6 Ave,1025.12,17
2020,August,W 110 St & Amsterdam Ave,1474.42,25
2020,August,W 113 St & Broadway,1980.17,33
2020,August,W 116 St & Amsterdam Ave,1287.18,21
2020,August,W 116 St & Broadway,1374.29,23
2020,August,W 120 St & Claremont Ave,1491.51,25
2020,August,W 129 St & Convent Ave,1472.83,25
2020,August,W 13 St & 5 Ave,1501.13,25
2020,August,W 13 St & 7 Ave,969.57,16
2020,August,W 133 St & 12 Ave,2139.89,36
2020,August,W 135 St & Lenox Terrace Pl,3457.61,58
2020,August,W 140 St & Riverside Dr,1778.3,30
2020,August,W 144 St & Adam Clayton Powell Blvd,4787,80
2020,August,W 145 St & Amsterdam Ave,2409.49,40
2020,August,W 146 St & Broadway,1474.02,25
2020,August,W 147 St & Adam Clayton Powell Blvd,4075.91,68
2020,August,W 148 St & Amsterdam Ave,1547.68,26
2020,August,W 15 St & 10 Ave,1523.39,25
2020,August,W 15 St & 6 Ave,963.84,16
2020,August,W 15 St & 7 Ave,1101.17,18
2020,August,W 155 St & Frederick Douglass Blvd,2436.91,41
2020,August,W 159 St & Edgecombe Ave,1626.64,27
2020,August,W 16 St & The High Line,1287.92,21
2020,August,W 160 St & St. Nicholas Ave,4443.19,74
2020,August,W 163 St & Edgecombe Ave,1572.78,26
2020,August,W 163 St & Riverside Dr,1938.26,32
2020,August,W 165 St & Fort Washington Ave,1866.83,31
2020,August,W 169 St & Fort Washington Ave,2046.63,34
2020,August,W 17 St & 8 Ave,1119.09,19
2020,August,W 170 St & University Ave,1839.12,31
2020,August,W 171 St & St. Nicholas Ave,1831.32,31
2020,August,W 18 St & 9 Ave,987.46,16
2020,August,W 180 St & Ft Washington Ave,2262.55,38
2020,August,W 20 St & 11 Ave,1449.44,24
2020,August,W 20 St & 7 Ave,922.49,15
2020,August,W 20 St & 8 Ave,1009.07,17
2020,August,W 21 St & 6 Ave,824.77,14
2020,August,W 22 St & 10 Ave,1068.47,18
2020,August,W 22 St & 8 Ave,890.16,15
2020,August,W 24 St & 7 Ave,1153.29,19
2020,August,W 25 St & 6 Ave,1060.71,18
2020,August,W 26 St & 10 Ave,1599.93,27
2020,August,W 26 St & 8 Ave,1047.68,17
2020,August,W 27 St & 7 Ave,984.73,16
2020,August,W 30 St & 10 Ave,1547.86,26
2020,August,W 31 St & 7 Ave,1022.67,17
2020,August,W 33 St & 7 Ave,1445.39,24
2020,August,W 34 St & 11 Ave,2085.16,35
2020,August,W 35 St & Dyer Ave,1225.88,20
2020,August,W 37 St & 10 Ave,1154.28,19
2020,August,W 37 St & 5 Ave,1020.51,17
2020,August,W 4 St & 7 Ave S,1111.22,19
2020,August,W 40 St & 5 Ave,1000.6,17
2020,August,W 41 St & 8 Ave,1381.97,23
2020,August,W 42 St & 6 Ave,1299.54,22
2020,August,W 42 St & 8 Ave,1308.97,22
2020,August,W 42 St & Dyer Ave,1059.49,18
2020,August,W 43 St & 10 Ave,1132.7,19
2020,August,W 44 St & 5 Ave,994.34,17
2020,August,W 45 St & 6 Ave,1317.36,22
2020,August,W 45 St & 8 Ave,1808.49,30
2020,August,W 46 St & 11 Ave,1318.77,22
2020,August,W 47 St & 10 Ave,1138.64,19
2020,August,W 47 St & 6 Ave,1092.31,18
2020,August,W 48 St & Rockefeller Plaza,960.95,16
2020,August,W 49 St & 8 Ave,1345,22
2020,August,W 50 St & 9 Ave,1458.2,24
2020,August,W 51 St & Rockefeller Plaza,1166.01,19
2020,August,W 52 St & 11 Ave,1468.53,24
2020,August,W 52 St & 6 Ave,1023.52,17
2020,August,W 53 St & 10 Ave,1197.32,20
2020,August,W 54 St & 9 Ave,1185.53,20
2020,August,W 55 St & 6 Ave,1599.79,27
2020,August,W 56 St & 10 Ave,1515.64,25
2020,August,W 59 St & 10 Ave,1277.96,21
2020,August,W 63 St & Broadway,1247.49,21
2020,August,W 64 St & Thelonious Monk Circle,1314.04,22
2020,August,W 67 St & Broadway,1128.16,19
2020,August,W 70 St & Amsterdam Ave,1118.36,19
2020,August,W 74 St & Columbus Ave,1366.39,23
2020,August,W 76 St & Columbus Ave,1461.59,24
2020,August,W 78 St & Amsterdam Ave,1454.01,24
2020,August,W 82 St & Central Park West,1514.96,25
2020,August,W 84 St & Broadway,1223,20
2020,August,W 84 St & Columbus Ave,1392.23,23
2020,August,W 87 St & Amsterdam Ave,1110.78,19
2020,August,W 87 St & West End Ave,1488.17,25
2020,August,W 89 St & Columbus Ave,1156.71,19
2020,August,W 90 St & Amsterdam Ave,1116.84,19
2020,August,W 92 St & Broadway,2161.47,36
2020,August,W 95 St & Broadway,1332.59,22
2020,August,W Broadway & Spring St,1124.45,19
2020,August,W Broadway & W Houston St,1593.33,27
2020,August,Wadsworth Ave & W 175 St,3572.48,60
2020,August,Wadsworth Ave & W 179 St,3808.76,63
2020,August,Wales Ave & E 147 St,1647.26,27
2020,August,Wall St & South St,1750.94,29
2020,August,Walnut Ave & E 136 St,1828.91,30
2020,August,Warren St & Court St,1505.74,25
2020,August,Washington Ave & Greene Ave,1619.83,27
2020,August,Washington Ave & Park Ave,1244.33,21
2020,August,Washington Park,1340.96,22
2020,August,Washington Pl & 6 Ave,1451.64,24
2020,August,Washington Pl & Broadway,1373.55,23
2020,August,Washington St & Gansevoort St,1562.21,26
2020,August,Water - Whitehall Plaza,2260.38,38
2020,August,Waterbury St & Stagg St,3171.19,53
2020,August,Watts St & Greenwich St,1459.28,24
2020,August,West Drive & Prospect Park West,2542.34,42
2020,August,West End Ave & W 107 St,1251.61,21
2020,August,West End Ave & W 60 St,1409.9,23
2020,August,West End Ave & W 78 St,1284.12,21
2020,August,West End Ave & W 94 St,1510.63,25
2020,August,West St & Chambers St,1493.64,25
2020,August,West St & Liberty St,1455.67,24
2020,August,West Thames St,1319.52,22
2020,August,Westchester Ave & E 156 St,2183.06,36
2020,August,Westchester Ave & Jackson Ave,2043.09,34
2020,August,White St & Johnson Ave,1704.94,28
2020,August,White St & Moore St,3759.53,63
2020,August,William St & Pine St,1252.95,21
2020,August,Willis Ave & Bruckner Blvd,2232.73,37
2020,August,Willis Ave & E 137 St,6979.85,116
2020,August,Willis Ave & E 141 St,7609.26,127
2020,August,Willis Ave & E 143 St,1945.99,32
2020,August,Willoughby Ave & Hall St,1057.57,18
2020,August,Willoughby Ave & Myrtle Ave,1249.47,21
2020,August,Willoughby Ave & Onderdonk Ave,1456.29,24
2020,August,Willoughby Ave & Tompkins Ave,1384.86,23
2020,August,Willoughby Ave & Walworth St,1078.8,18
2020,August,Willoughby Ave & Wyckoff Ave,1256.55,21
2020,August,Willoughby St & Ashland Pl,1069.53,18
2020,August,Willoughby St & Fleet St,1129.74,19
2020,August,Willow Ave & E 133 St,2254.04,38
2020,August,Wilson Ave & Moffat St,2397.99,40
2020,August,Wilson Ave & Troutman St,1190.46,20
2020,August,Withers St & Kingsland Ave,930.13,16
2020,August,Wolcott St & Dwight St,1085.39,18
2020,August,Woodward Ave & Harman St,1322.72,22
2020,August,Wyckoff Av & Jefferson St,4198.68,70
2020,August,Wyckoff Av & Stanhope St,2714.8,45
2020,August,Wyckoff St & Nevins St,1089.56,18
2020,August,Wythe Ave & Metropolitan Ave,1338.26,22
2020,August,Yankee Ferry Terminal,2487.61,41
2020,October,1 Ave & E 110 St,1016.31,17
2020,October,1 Ave & E 16 St,791.01,13
2020,October,1 Ave & E 18 St,844.79,14
2020,October,1 Ave & E 30 St,815.34,14
2020,October,1 Ave & E 39 St,949.62,16
2020,October,1 Ave & E 44 St,991.81,17
2020,October,1 Ave & E 5 St,1177.89,20
2020,October,1 Ave & E 62 St,1032.4,17
2020,October,1 Ave & E 68 St,1025.67,17
2020,October,1 Ave & E 78 St,947.97,16
2020,October,1 Ave & E 94 St,1023.79,17
2020,October,1 Pl & Clinton St,954.71,16
2020,October,10 Ave & W 28 St,1114.95,19
2020,October,10 St & 2 Ave,1004.58,17
2020,October,10 St & 5 Ave,1320.09,22
2020,October,10 St & 7 Ave,1140.25,19
2020,October,11 Ave & W 27 St,1129.97,19
2020,October,11 Ave & W 41 St,1185.54,20
2020,October,11 Ave & W 59 St,1192.77,20
2020,October,11 St & 35 Ave,998.72,17
2020,October,11 St & 43 Ave,946.66,16
2020,October,12 Ave & W 125 St,1828.54,30
2020,October,12 Ave & W 40 St,1791.67,30
2020,October,12 St & 4 Ave,1088.38,18
2020,October,14 St & 5 Ave,1163.32,19
2020,October,14 St & 7 Ave,1283.85,21
2020,October,19 St & 24 Ave,1130.27,19
2020,October,2 Ave & 36 St,1949.29,32
2020,October,2 Ave & E 104 St,1007.81,17
2020,October,2 Ave & E 122 St,2453.39,41
2020,October,2 Ave & E 125 St,1321.31,22
2020,October,2 Ave & E 31 St,1065.03,18
2020,October,2 Ave & E 72 St,1071,18
2020,October,2 Ave & E 96 St,925.12,15
2020,October,2 Ave & E 99 St,901.42,15
2020,October,21 St & 31 Dr,1055.78,18
2020,October,21 St & 36 Ave,998.94,17
2020,October,21 St & 38 Ave,817.36,14
2020,October,21 St & 43 Ave,951.29,16
2020,October,21 St & Hoyt Ave S,2130.81,36
2020,October,21 St & Queens Plaza North,1152.39,19
2020,October,23 Ave & 27 St,1120.67,19
2020,October,24 Ave & 26 St,883.67,15
2020,October,24 Ave & 29 St,1180.61,20
2020,October,24 St & 41 Ave,978.93,16
2020,October,27 Ave & 3 St,4561.12,76
2020,October,27 Ave & 9 St,1069.87,18
2020,October,27 St & Hunter St,1638.55,27
2020,October,28 Ave & 35 St,960.56,16
2020,October,28 Ave & 44 St,1102.65,18
2020,October,28 St & 36 Ave,1083.69,18
2020,October,28 St & 41 Ave,922.6,15
2020,October,3 Ave & 14 St,1962.24,33
2020,October,3 Ave & Carroll St,970.5,16
2020,October,3 Ave & E 100 St,1245.24,21
2020,October,3 Ave & E 112 St,2745.32,46
2020,October,3 Ave & E 163 St,1340.85,22
2020,October,3 Ave & E 169 St,5722.11,95
2020,October,3 Ave & E 170 St,1545.46,26
2020,October,3 Ave & E 172 St,9863.4,164
2020,October,3 Ave & E 174 St,2074.46,35
2020,October,3 Ave & E 62 St,1008.71,17
2020,October,3 Ave & E 71 St,965.67,16
2020,October,3 Ave & E 72 St,1128.93,19
2020,October,3 Ave & Franklin Ave,2272.39,38
2020,October,3 Ave & Schermerhorn St,1147.76,19
2020,October,3 St & 3 Ave,846.52,14
2020,October,3 St & 7 Ave,1070.49,18
2020,October,3 St & Hoyt St,938.41,16
2020,October,3 St & Prospect Park West,1343.74,22
2020,October,30 Ave & 21 St,983.78,16
2020,October,31 Ave & 14 St,895.27,15
2020,October,31 Ave & 30 St,1892.85,32
2020,October,31 Ave & 34 St,919.33,15
