Trip Year,Trip Month,Start Station,Average Trip Duration in Seconds,Trip Duration in Minutes 
2019,September,Avenue C & E 18 St,953.27,16
2019,September,Avenue D & E 12 St,1421.37,24
2019,September,Avenue D & E 3 St,818.84,14
2019,September,Avenue D & E 8 St,1421.52,24
2019,September,Baltic St & 5 Ave,1050.71,18
2019,September,Bank St & Hudson St,808.42,13
2019,September,Bank St & Washington St,947.69,16
2019,September,Banker St & Meserole Ave,798.09,13
2019,September,Barclay St & Church St,964.44,16
2019,September,Barrow St & Hudson St,858.89,14
2019,September,Bayard St & Baxter St,1133.46,19
2019,September,Bayard St & Leonard St,688.46,11
2019,September,Beaver St & Fayette St,1109.73,18
2019,September,Bedford Ave & Bergen St,1402.37,23
2019,September,Bedford Ave & Montgomery St,1235.37,21
2019,September,Bedford Ave & Nassau Ave,872.92,15
2019,September,Bedford Ave & S 9 St,1071.09,18
2019,September,Bergen St & Flatbush Ave,950.75,16
2019,September,Bergen St & Smith St,860.15,14
2019,September,Bergen St & Vanderbilt Ave,903.1,15
2019,September,Berkeley Pl & 6 Ave,1692.05,28
2019,September,Berkeley Pl & 7 Ave,1089.29,18
2019,September,Berry St & N 8 St,841.82,14
2019,September,Bialystoker Pl & Delancey St,862.2,14
2019,September,Boerum St & Broadway,774.14,13
2019,September,Bond St & Bergen St,861.35,14
2019,September,Bond St & Fulton St,848.49,14
2019,September,Broad St & Bridge St,1222.43,20
2019,September,Broadway & 12 St,769.19,13
2019,September,Broadway & Battery Pl,1213.26,20
2019,September,Broadway & Berry St,982.31,16
2019,September,Broadway & E 14 St,866.68,14
2019,September,Broadway & E 22 St,810.1,14
2019,September,Broadway & Moylan Pl,1643.79,27
2019,September,Broadway & Roebling St,824.42,14
2019,September,Broadway & W 122 St,1249.52,21
2019,September,Broadway & W 25 St,847.63,14
2019,September,Broadway & W 29 St,832.78,14
2019,September,Broadway & W 36 St,824.05,14
2019,September,Broadway & W 37 St,894,15
2019,September,Broadway & W 38 St,823.15,14
2019,September,Broadway & W 41 St,806.91,13
2019,September,Broadway & W 49 St,853.61,14
2019,September,Broadway & W 51 St,1045.65,17
2019,September,Broadway & W 53 St,797.27,13
2019,September,Broadway & W 56 St,950.88,16
2019,September,Broadway & W 60 St,1159.79,19
2019,September,Broadway & Whipple St,931.34,16
2019,September,Brooklyn Bridge Park - Pier 2,1788.31,30
2019,September,Bus Slip & State St,1440.06,24
2019,September,Bushwick Ave & Dekalb Ave,1289.13,21
2019,September,Bushwick Ave & Forrest St,836.7,14
2019,September,Bushwick Ave & McKibbin St,981.33,16
2019,September,Bushwick Ave & Powers St,888.42,15
2019,September,Bushwick Ave & Stagg St,1598.42,27
2019,September,Butler St & Court St,810.97,14
2019,September,Cadman Plaza E & Johnson St,1172.33,20
2019,September,Cadman Plaza E & Red Cross Pl,1201.17,20
2019,September,Cadman Plaza West & Montague St,730.14,12
2019,September,Calyer St & Jewel St,822.17,14
2019,September,Cambridge Pl & Gates Ave,809.11,13
2019,September,Canal St & Rutgers St,1092.81,18
2019,September,Carlton Ave & Dean St,929.23,15
2019,September,Carlton Ave & Flushing Ave,935.7,16
2019,September,Carlton Ave & Park Ave,1598.57,27
2019,September,Carmine St & 6 Ave,915.72,15
2019,September,Carroll St & 5 Ave,766.83,13
2019,September,Carroll St & 6 Ave,680.71,11
2019,September,Carroll St & Bond St,806.81,13
2019,September,Carroll St & Columbia St,754.21,13
2019,September,Carroll St & Franklin Ave,3604.9,60
2019,September,Carroll St & Smith St,790.7,13
2019,September,Carroll St & Washington Ave,2211.68,37
2019,September,Cathedral Pkwy & Broadway,1884.06,31
2019,September,Catherine St & Monroe St,814.26,14
2019,September,Cedar St & Myrtle Ave,1572.86,26
2019,September,Center Blvd & 48 Ave,942.64,16
2019,September,Center Blvd & 51 Ave,1380.77,23
2019,September,Central Ave & Flushing Ave,1001.12,17
2019,September,Central Ave & Starr Street,996.09,17
2019,September,Central Park North & Adam Clayton Powell Blvd,1500.33,25
2019,September,Central Park S & 6 Ave,1536.18,26
2019,September,Central Park W & W 96 St,1200,20
2019,September,Central Park West & W 100 St,1576.19,26
2019,September,Central Park West & W 102 St,1112.89,19
2019,September,Central Park West & W 68 St,1208.02,20
2019,September,Central Park West & W 72 St,1278.52,21
2019,September,Central Park West & W 76 St,1433.54,24
2019,September,Central Park West & W 82 St,1221.64,20
2019,September,Central Park West & W 85 St,1214.84,20
2019,September,Centre St & Chambers St,1206.52,20
2019,September,Centre St & Worth St,1327.85,22
2019,September,Cherry St,1103.73,18
2019,September,Christopher St & Greenwich St,937.74,16
2019,September,Clark St & Henry St,772.75,13
2019,September,Classon Ave & St Marks Ave,887.45,15
2019,September,Clermont Ave & Lafayette Ave,672.89,11
2019,September,Clermont Ave & Park Ave,693.32,12
2019,September,Cleveland Pl & Spring St,998.13,17
2019,September,Cliff St & Fulton St,959.44,16
2019,September,Clinton Ave & Flushing Ave,1253.97,21
2019,September,Clinton Ave & Myrtle Ave,902.93,15
2019,September,Clinton St & 4 Place,837.51,14
2019,September,Clinton St & Centre St,1456.67,24
2019,September,Clinton St & Grand St,828.53,14
2019,September,Clinton St & Joralemon St,746.48,12
2019,September,Clinton St & Union St,804.76,13
2019,September,Coffey St & Conover St,1322.85,22
2019,September,Columbia Heights & Cranberry St,1143.73,19
2019,September,Columbia St & Degraw St,976.94,16
2019,September,Columbia St & Kane St,850.5,14
2019,September,Columbia St & Lorraine St,2677.03,45
2019,September,Columbia St & Rivington St,817.42,14
2019,September,Columbia St & W 9 St,2047.04,34
2019,September,Columbus Ave & W 103 St,1106.3,18
2019,September,Columbus Ave & W 72 St,944.17,16
2019,September,Columbus Ave & W 95 St,1088.87,18
2019,September,Commerce St & Van Brunt St,865.85,14
2019,September,Concord St & Bridge St,1111.09,19
2019,September,Congress St & Clinton St,735.35,12
2019,September,Cooper Square & Astor Pl,802.11,13
2019,September,Court St & Nelson St,1023.92,17
2019,September,Court St & State St,744.19,12
2019,September,Crescent St & 30 Ave,789.2,13
2019,September,Crescent St & 34 Ave,1018.45,17
2019,September,Crescent St & 35 Ave,1847.03,31
2019,September,Crescent St & Broadway,730.52,12
2019,September,Crescent St & Ditmars Blvd,745.99,12
2019,September,Cumberland St & Lafayette Ave,704.31,12
2019,September,DeKalb Ave & Franklin Ave,916.12,15
2019,September,DeKalb Ave & Hudson Ave,715.2,12
2019,September,DeKalb Ave & S Portland Ave,821.99,14
2019,September,DeKalb Ave & Vanderbilt Ave,682.68,11
2019,September,Dean St & 4 Ave,732.49,12
2019,September,Dean St & Franklin Ave,1368.27,23
2019,September,Dean St & Hoyt St,1003.79,17
2019,September,Degraw St & Hoyt St,758.33,13
2019,September,Degraw St & Smith St,1191.8,20
2019,September,Devoe St & Lorimer St,784.01,13
2019,September,Devoe St & Morgan Ave,865.99,14
2019,September,Ditmars Blvd & 19 St,1409.93,23
2019,September,Division Av & Hooper St,890.24,15
2019,September,Division Ave & Marcy Ave,855.07,14
2019,September,Division St & Bowery,961.72,16
2019,September,Dock 72 Way & Market St,841.88,14
2019,September,Douglass St & 3 Ave,770.94,13
2019,September,Douglass St & 4 Ave,774,13
2019,September,Driggs Ave & Lorimer St,796.89,13
2019,September,Driggs Ave & N 9 St,763.92,13
2019,September,Driggs Ave & N Henry St,730.25,12
2019,September,Duane St & Greenwich St,931.86,16
2019,September,Duffield St & Willoughby St,904.69,15
2019,September,Dwight St & Van Dyke St,1066.16,18
2019,September,E 10 St & 5 Ave,766.3,13
2019,September,E 10 St & Avenue A,879.65,15
2019,September,E 102 St & 1 Ave,1467.23,24
2019,September,E 102 St & Park Ave,851.36,14
2019,September,E 103 St & Lexington Ave,851.88,14
2019,September,E 106 St & 1 Ave,990.76,17
2019,September,E 106 St & Lexington Ave,1551.56,26
2019,September,E 106 St & Madison Ave,951.6,16
2019,September,E 109 St & 3 Ave,2356.89,39
2019,September,E 11 St & 1 Ave,764.8,13
2019,September,E 11 St & 2 Ave,860.81,14
2019,September,E 11 St & Avenue B,897.79,15
2019,September,E 110 St & Madison Ave,1486.75,25
2019,September,E 114 St & 1 Ave,1100.31,18
2019,September,E 115 St & Lexington Ave,1155.98,19
2019,September,E 115 St & Madison Ave,830.28,14
2019,September,E 116 St & 2 Ave,752.62,13
2019,September,E 118 St & 1 Ave,1284.48,21
2019,September,E 118 St & 3 Ave,1111.88,19
2019,September,E 118 St & Madison Ave,975.17,16
2019,September,E 118 St & Park Ave,1117.04,19
2019,September,E 12 St & 3 Ave,748.25,12
2019,September,E 12 St & 4 Av,699.16,12
2019,September,E 123 St & Lexington Ave,759.32,13
2019,September,E 128 St & Madison Ave,2475.72,41
2019,September,E 13 St & Avenue A,949.36,16
2019,September,E 15 St & 3 Ave,764.43,13
2019,September,E 16 St & 5 Ave,726.7,12
2019,September,E 16 St & Irving Pl,701.09,12
2019,September,E 17 St & Broadway,817.55,14
2019,September,E 19 St & 3 Ave,707.13,12
2019,September,E 2 St & 2 Ave,906.93,15
2019,September,E 2 St & Avenue A,843.02,14
2019,September,E 2 St & Avenue B,1087.37,18
2019,September,E 2 St & Avenue C,813.82,14
2019,September,E 20 St & 2 Ave,782.52,13
2019,September,E 20 St & FDR Drive,823.47,14
2019,September,E 20 St & Park Ave,737.8,12
2019,September,E 23 St & 1 Ave,847.32,14
2019,September,E 24 St & Park Ave S,720.22,12
2019,September,E 25 St & 1 Ave,771.98,13
2019,September,E 25 St & 2 Ave,870.1,15
2019,September,E 27 St & 1 Ave,794.86,13
2019,September,E 30 St & Park Ave S,765.74,13
2019,September,E 31 St & 3 Ave,795.59,13
2019,September,E 32 St & Park Ave,824.95,14
2019,September,E 33 St & 1 Ave,955.45,16
2019,September,E 33 St & 5 Ave,1100.72,18
2019,September,E 39 St & 2 Ave,903.78,15
2019,September,E 39 St & 3 Ave,820.36,14
2019,September,E 4 St & 2 Ave,915.36,15
2019,September,E 41 St & Madison Ave,751.44,13
2019,September,E 43 St & 2 Ave,1492.49,25
2019,September,E 43 St & 5 Ave,827.04,14
2019,September,E 45 St & 3 Ave,1217.19,20
2019,September,E 47 St & 1 Ave,997.11,17
2019,September,E 47 St & 2 Ave,872.36,15
2019,September,E 47 St & Park Ave,785.07,13
2019,September,E 48 St & 3 Ave,1017.69,17
2019,September,E 48 St & 5 Ave,869.22,14
2019,September,E 5 St & Avenue C,1819.28,30
2019,September,E 51 St & 1 Ave,1047.24,17
2019,September,E 51 St & Lexington Ave,1093.91,18
2019,September,E 53 St & 3 Ave,971.99,16
2019,September,E 53 St & Madison Ave,808.28,13
2019,September,E 55 St & 2 Ave,932.24,16
2019,September,E 56 St & 3 Ave,959.75,16
2019,September,E 58 St &  1 Ave (NW Corner),927.49,15
2019,September,E 58 St & 1 Ave (NE Corner),1106.08,18
2019,September,E 58 St & 3 Ave,915.65,15
2019,September,E 58 St & Madison Ave,1060.4,18
2019,September,E 59 St & Madison Ave,1556.83,26
2019,September,E 6 St & Avenue B,996.39,17
2019,September,E 6 St & Avenue D,868.78,14
2019,September,E 60 St & York Ave,1136.55,19
2019,September,E 65 St & 2 Ave,1019.6,17
2019,September,E 66 St & Madison Ave,2227.93,37
2019,September,E 67 St & Park Ave,947.13,16
2019,September,E 68 St & 3 Ave,824.64,14
2019,September,E 68 St & Madison Ave,1046.28,17
2019,September,E 7 St & Avenue A,707.42,12
2019,September,E 72 St & Park Ave,1086.99,18
2019,September,E 72 St & York Ave,938.5,16
2019,September,E 74 St & 1 Ave,912.12,15
2019,September,E 75 St & 3 Ave,911.02,15
2019,September,E 76 St & Park Ave,991.84,17
2019,September,E 77 St & 3 Ave,826.11,14
2019,September,E 78 St & 2 Ave,933.36,16
2019,September,E 80 St & Park Ave,1091.87,18
2019,September,E 81 St & 2 Ave,989.67,16
2019,September,E 81 St & 3 Ave,872.37,15
2019,September,E 81 St & York Ave,828.74,14
2019,September,E 82 St & East End Ave,991.76,17
2019,September,E 84 St & 1 Ave,833.06,14
2019,September,E 84 St & 3 Ave,889.6,15
2019,September,E 84 St & Park Ave,979.28,16
2019,September,E 85 St & York Ave,854.46,14
2019,September,E 88 St & 1 Ave,925.15,15
2019,September,E 88 St & Park Ave,954.39,16
2019,September,E 89 St & 3 Ave,797.93,13
2019,September,E 89 St & York Ave,940.2,16
2019,September,E 9 St & Avenue C,1120.27,19
2019,September,E 91 St & 2 Ave,1094.63,18
2019,September,E 91 St & Park Ave,1225.16,20
2019,September,E 93 St & 2 Ave,936.54,16
2019,September,E 95 St & 3 Ave,863.58,14
2019,September,E 97 St & 3 Ave,1118.03,19
2019,September,E 97 St & Madison Ave,1117.03,19
2019,September,E 98 St & Park Ave,1132.84,19
2019,September,East End Ave & E 86 St,1087.57,18
2019,September,Eastern Pkwy & Franklin Ave,865.39,14
2019,September,Eastern Pkwy & Washington Ave,1092.83,18
2019,September,Eckford St & Engert Ave,780.9,13
2019,September,Emerson Pl & Myrtle Ave,876.87,15
2019,September,Evergreen Ave & Noll St,995.46,17
2019,September,FDR Drive & E 35 St,1093.86,18
2019,September,Flushing Ave & Vanderbilt Ave,966.88,16
2019,September,Forsyth St & Broome St,835.95,14
2019,September,Forsyth St & Canal St,940.85,16
2019,September,Franklin Ave & Empire Blvd,1579.11,26
2019,September,Franklin Ave & Myrtle Ave,1005.96,17
2019,September,Franklin Ave & St Marks Ave,940.52,16
2019,September,Franklin St & Dupont St,869.57,14
2019,September,Franklin St & W Broadway,1344.41,22
2019,September,Frederick Douglass Blvd & W 112 St,1875.54,31
2019,September,Frederick Douglass Blvd & W 115 St,1307.19,22
2019,September,Frederick Douglass Blvd & W 117 St,1704.67,28
2019,September,Frederick Douglass Blvd & W 129 St,2952.16,49
2019,September,Front St & Gold St,971.29,16
2019,September,Front St & Jay St,1218,20
2019,September,Front St & Maiden Ln,1236.84,21
2019,September,Front St & Washington St,1347.36,22
2019,September,Frost St & Meeker Ave,749.69,12
2019,September,Fulton St & Adams St,973.16,16
2019,September,Fulton St & Broadway,1079.58,18
2019,September,Fulton St & Clermont Ave,893.74,15
2019,September,Fulton St & Irving Pl,3579.44,60
2019,September,Fulton St & Rockwell Pl,750.6,13
2019,September,Fulton St & Utica Ave,2284.49,38
2019,September,Fulton St & Waverly Ave,894.36,15
2019,September,Fulton St & William St,1718.79,29
2019,September,Gansevoort St & Hudson St,916.91,15
2019,September,Garfield Pl & 8 Ave,765.08,13
2019,September,George St & Wilson Ave,1175.37,20
2019,September,Graham Ave & Conselyea St,653.99,11
2019,September,Graham Ave & Grand St,934.36,16
2019,September,Graham Ave & Herbert St,778.13,13
2019,September,Graham Ave & Withers St,771.99,13
2019,September,Grand Army Plaza & Central Park S,1541.9,26
2019,September,Grand Army Plaza & Plaza St West,1131.17,19
2019,September,Grand Ave & Bergen St,777.28,13
2019,September,Grand St & Elizabeth St,989.59,16
2019,September,Grand St & Havemeyer St,908.84,15
2019,September,Great Jones St,738.68,12
2019,September,Green St & McGuinness Blvd,886.51,15
2019,September,Greene Av & Myrtle Av,1573.82,26
2019,September,Greene Ave & Nostrand Ave,964.77,16
2019,September,Greene Ave & Throop Ave,1969.62,33
2019,September,Greenpoint Ave & Manhattan Ave,801.66,13
2019,September,Greenwich Ave & 8 Ave,817.34,14
2019,September,Greenwich Ave & Charles St,736.08,12
2019,September,Greenwich St & W Houston St,921.7,15
2019,September,Halsey St & Tompkins Ave,896.89,15
2019,September,Hancock St & Bedford Ave,11445.36,191
2019,September,Hanson Pl & Ashland Pl,744.26,12
2019,September,Harrison Pl & Porter Ave,1381.02,23
2019,September,Harrison St & Hudson St,942.52,16
2019,September,Hart St & Wyckoff Ave,1292.37,22
2019,September,Henry St & Atlantic Ave,809.96,13
2019,September,Henry St & Bay St,768.01,13
2019,September,Henry St & Degraw St,710.34,12
2019,September,Henry St & Grand St,759.21,13
2019,September,Henry St & Middagh St,962.36,16
2019,September,Henry St & W 9 St,1941.7,32
2019,September,Hicks St & Montague St,769.09,13
2019,September,Hope St & Union Ave,1581.85,26
2019,September,Howard St & Centre St,1234.55,21
2019,September,Hudson St & Reade St,855.83,14
2019,September,Humboldt St & Varet St,922.46,15
2019,September,Huron St & Franklin St,939.91,16
2019,September,India St & Manhattan Ave,782.43,13
2019,September,India St & West St,663.35,11
2019,September,Irving Ave & DeKalb Ave,2742.29,46
2019,September,Irving Ave & Jefferson St,2363.41,39
2019,September,Jackson Ave & 46 Rd,1331,22
2019,September,Jackson St & Leonard St,777.25,13
2019,September,Jay St & Tech Pl,1942.41,32
2019,September,Jay St & York St,1029.4,17
2019,September,John St & William St,1000.74,17
2019,September,Johnson St & Gold St,926.71,15
2019,September,Kane St & Clinton St,773.77,13
2019,September,Kent Ave & N 7 St,1044.53,17
2019,September,Kent Ave & S 11 St,996.78,17
2019,September,Kent St & McGuinness Blvd,977.31,16
2019,September,Kingston Ave & Herkimer St,2520.45,42
2019,September,Knickerbocker Ave & George St,1262.44,21
2019,September,Knickerbocker Ave & Thames St,2629.31,44
2019,September,Kosciuszko St & Nostrand Ave,1298.71,22
2019,September,Kosciuszko St & Tompkins Ave,1511.75,25
2019,September,LaGuardia Pl & W 3 St,848.04,14
2019,September,Lafayette Ave & Classon Ave,1193.93,20
2019,September,Lafayette Ave & Fort Greene Pl,805.96,13
2019,September,Lafayette Ave & St James Pl,991.45,17
2019,September,Lafayette St & E 8 St,754.73,13
2019,September,Lafayette St & Jersey St,863.24,14
2019,September,Laight St & Hudson St,936.72,16
2019,September,Lawrence St & Willoughby St,1012.86,17
2019,September,Lefferts Pl & Franklin Ave,2703.72,45
2019,September,Lenox Ave & W 111 St,1475.99,25
2019,September,Lenox Ave & W 115 St,2975.85,50
2019,September,Lenox Ave & W 117 St,3221.68,54
2019,September,Lenox Ave & W 126 St,2602.85,43
2019,September,Lenox Ave & W 130 St,4996.72,83
2019,September,Leonard St & Boerum St,1307.33,22
2019,September,Leonard St & Church St,855.9,14
2019,September,Leonard St & Maujer St,817.75,14
2019,September,Leonard St & Nassau Ave,597.07,10
2019,September,Lewis Ave & Decatur St,1199.43,20
2019,September,Lewis Ave & Kosciuszko St,1826,30
2019,September,Lewis Ave & Madison St,1127.05,19
2019,September,Lexington Ave & Classon Ave,884.88,15
2019,September,Lexington Ave & E 111 St,723.69,12
2019,September,Lexington Ave & E 120 St,1172.49,20
2019,September,Lexington Ave & E 127 St,3741.68,62
2019,September,Lexington Ave & E 26 St,802.07,13
2019,September,Lexington Ave & E 29 St,763.16,13
2019,September,Lexington Ave & E 36 St,819.48,14
2019,September,Lexington Ave & E 63 St,842.23,14
2019,September,Liberty St & Broadway,980.57,16
2019,September,Lincoln Pl & Classon Ave,841.49,14
2019,September,Lispenard St & Broadway,1015.35,17
2019,September,Little West St & 1 Pl,1194.01,20
2019,September,Lorimer St & Broadway,688.21,11
2019,September,MacDougal St & Prince St,1198.28,20
2019,September,MacDougal St & Washington Sq,882.75,15
2019,September,Macon St & Nostrand Ave,2794.31,47
